ReviewID,DestinationID_x,UserID,Rating,ReviewText,Name_x,State,Type,Popularity,BestTimeToVisit,HistoryID,DestinationID_y,VisitDate,ExperienceRating,Name_y,Email,Preferences,Gender,NumberOfAdults,NumberOfChildren
293,178,653,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.544351694,Oct-Mar,409,413,01-01-2024,4,Aarav,aarav@example.com,"Nature, Adventure",Male,2,1
295,955,931,5,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.106762585,Apr-Jun,235,897,01-01-2024,1,Arjun,arjun@example.com,"Beaches, Historical",Male,1,0
300,878,989,3,A historical wonder,Jaipur City,Rajasthan,City,7.601483088,Oct-Mar,5,389,15-02-2024,4,Ritvik,ritvik@example.com,"Nature, Adventure",Male,2,1
300,878,989,3,A historical wonder,Jaipur City,Rajasthan,City,7.601483088,Oct-Mar,12,779,20-03-2024,4,Ritvik,ritvik@example.com,"Nature, Adventure",Male,2,1
301,294,838,3,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.55304694,Sep-Mar,864,335,20-03-2024,1,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,2
302,491,729,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.208032333,Nov-Feb,729,874,20-03-2024,3,Diya,diya@example.com,"City, Historical",Female,2,0
304,693,792,5,Incredible monument!,Jaipur City,Rajasthan,City,8.397475309,Oct-Mar,176,898,15-02-2024,1,Hitesh,hitesh@example.com,"City, Historical",Male,1,0
305,478,628,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.74602754,Oct-Mar,80,631,15-02-2024,5,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,2
305,478,628,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.74602754,Oct-Mar,412,35,01-01-2024,5,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,2
306,400,281,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.120122756,Apr-Jun,771,228,20-03-2024,5,Aarav,aarav@example.com,"Nature, Adventure",Male,2,2
307,520,480,5,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.521876495,Apr-Jun,149,389,15-02-2024,1,Riya,riya@example.com,"City, Historical",Female,2,0
307,520,480,5,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.521876495,Apr-Jun,646,490,01-01-2024,2,Riya,riya@example.com,"City, Historical",Female,2,0
308,685,88,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.598827165,Apr-Jun,100,889,01-01-2024,1,Dhruv,dhruv@example.com,"Beaches, Historical",Male,2,1
308,685,88,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.598827165,Apr-Jun,200,383,15-02-2024,2,Dhruv,dhruv@example.com,"Beaches, Historical",Male,2,1
309,166,225,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.967520191,Nov-Feb,950,64,15-02-2024,5,Isha,isha@example.com,"City, Historical",Female,2,0
310,977,109,3,Incredible monument!,Goa Beaches,Goa,Beach,8.499576396,Nov-Mar,249,405,20-03-2024,5,Meera,meera@example.com,"Beaches, Historical",Female,2,0
311,409,546,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.695324251,Sep-Mar,815,586,15-02-2024,4,Pooja,pooja@example.com,"City, Historical",Female,1,0
314,35,782,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.115627955,Apr-Jun,150,805,20-03-2024,3,Aditya,aditya@example.com,"Nature, Adventure",Male,1,0
315,720,973,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.034817273,Apr-Jun,804,628,20-03-2024,3,Kavya,kavya@example.com,"Beaches, Historical",Female,1,2
317,844,781,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.173580627,Sep-Mar,41,284,15-02-2024,3,Anika,anika@example.com,"Beaches, Historical",Female,1,0
319,25,916,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.416526131,Apr-Jun,165,753,20-03-2024,1,Pooja,pooja@example.com,"Beaches, Historical",Female,1,2
319,25,916,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.416526131,Apr-Jun,642,627,20-03-2024,1,Pooja,pooja@example.com,"Beaches, Historical",Female,1,2
321,867,475,4,A historical wonder,Goa Beaches,Goa,Beach,7.54478424,Nov-Mar,857,821,15-02-2024,5,Karan,karan@example.com,"Beaches, Historical",Male,1,1
322,905,516,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.13644499,Apr-Jun,497,921,15-02-2024,5,Aditya,aditya@example.com,"City, Historical",Male,1,1
322,905,516,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.13644499,Apr-Jun,586,814,01-01-2024,1,Aditya,aditya@example.com,"City, Historical",Male,1,1
323,20,330,2,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.930902395,Apr-Jun,19,208,01-01-2024,3,Aanya,aanya@example.com,"City, Historical",Female,2,1
324,171,499,3,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.721043377,Nov-Feb,339,830,20-03-2024,3,Aarav,aarav@example.com,"Beaches, Historical",Male,2,0
325,188,95,5,Incredible monument!,Jaipur City,Rajasthan,City,8.202625979,Oct-Mar,747,67,20-03-2024,2,Kavya,kavya@example.com,"Nature, Adventure",Female,2,1
326,1000,365,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.939036209,Apr-Jun,218,872,15-02-2024,3,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,1
327,659,620,5,A historical wonder,Kerala Backwaters,Kerala,Nature,7.991928056,Sep-Mar,387,624,20-03-2024,4,Aditya,aditya@example.com,"Nature, Adventure",Male,2,0
331,223,315,1,Incredible monument!,Jaipur City,Rajasthan,City,8.936949816,Oct-Mar,285,496,20-03-2024,2,Arjun,arjun@example.com,"City, Historical",Male,2,0
331,223,315,1,Incredible monument!,Jaipur City,Rajasthan,City,8.936949816,Oct-Mar,707,463,15-02-2024,1,Arjun,arjun@example.com,"City, Historical",Male,2,0
332,396,699,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.113864702,Nov-Feb,598,7,01-01-2024,2,Aditya,aditya@example.com,"City, Historical",Male,2,2
333,502,180,5,A historical wonder,Goa Beaches,Goa,Beach,9.314545773,Nov-Mar,193,960,01-01-2024,3,Saanvi,saanvi@example.com,"City, Historical",Female,1,2
334,792,434,1,Incredible monument!,Goa Beaches,Goa,Beach,7.505628741,Nov-Mar,466,396,01-01-2024,1,Tanvi,tanvi@example.com,"Nature, Adventure",Female,2,2
334,792,434,1,Incredible monument!,Goa Beaches,Goa,Beach,7.505628741,Nov-Mar,491,725,15-02-2024,3,Tanvi,tanvi@example.com,"Nature, Adventure",Female,2,2
335,208,5,3,Loved the beaches!,Jaipur City,Rajasthan,City,9.232664943,Oct-Mar,194,425,15-02-2024,3,Tanvi,tanvi@example.com,"Nature, Adventure",Female,2,2
338,821,297,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.853137683,Nov-Feb,56,659,15-02-2024,2,Hitesh,hitesh@example.com,"City, Historical",Male,1,1
341,604,733,5,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.298998287,Sep-Mar,294,638,20-03-2024,3,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
341,604,733,5,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.298998287,Sep-Mar,445,676,01-01-2024,5,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
342,176,567,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.165093922,Nov-Feb,411,996,20-03-2024,5,Kavya,kavya@example.com,"City, Historical",Female,2,1
342,176,567,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.165093922,Nov-Feb,608,899,15-02-2024,5,Kavya,kavya@example.com,"City, Historical",Female,2,1
343,918,579,2,Incredible monument!,Jaipur City,Rajasthan,City,9.371201914,Oct-Mar,346,211,01-01-2024,4,Aarav,aarav@example.com,"City, Historical",Male,2,1
345,709,778,3,A historical wonder,Kerala Backwaters,Kerala,Nature,9.155527396,Sep-Mar,431,951,15-02-2024,5,Anika,anika@example.com,"Beaches, Historical",Female,1,0
345,709,778,3,A historical wonder,Kerala Backwaters,Kerala,Nature,9.155527396,Sep-Mar,547,429,01-01-2024,5,Anika,anika@example.com,"Beaches, Historical",Female,1,0
345,709,778,3,A historical wonder,Kerala Backwaters,Kerala,Nature,9.155527396,Sep-Mar,695,365,15-02-2024,1,Anika,anika@example.com,"Beaches, Historical",Female,1,0
346,276,904,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.591070677,Nov-Feb,143,169,15-02-2024,5,Rohan,rohan@example.com,"Beaches, Historical",Male,1,0
346,276,904,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.591070677,Nov-Feb,189,436,20-03-2024,5,Rohan,rohan@example.com,"Beaches, Historical",Male,1,0
346,276,904,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.591070677,Nov-Feb,237,576,20-03-2024,1,Rohan,rohan@example.com,"Beaches, Historical",Male,1,0
346,276,904,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.591070677,Nov-Feb,898,75,01-01-2024,3,Rohan,rohan@example.com,"Beaches, Historical",Male,1,0
347,776,363,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.459363313,Nov-Feb,118,152,01-01-2024,2,Anika,anika@example.com,"City, Historical",Female,1,0
349,746,778,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.059361289,Nov-Feb,431,951,15-02-2024,5,Anika,anika@example.com,"Beaches, Historical",Female,1,0
349,746,778,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.059361289,Nov-Feb,547,429,01-01-2024,5,Anika,anika@example.com,"Beaches, Historical",Female,1,0
349,746,778,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.059361289,Nov-Feb,695,365,15-02-2024,1,Anika,anika@example.com,"Beaches, Historical",Female,1,0
352,677,673,2,Incredible monument!,Goa Beaches,Goa,Beach,8.565346616,Nov-Mar,434,288,15-02-2024,1,Anika,anika@example.com,"Beaches, Historical",Female,2,2
353,344,310,1,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.162324692,Sep-Mar,816,948,20-03-2024,1,Vivaan,vivaan@example.com,"Beaches, Historical",Male,2,0
354,346,496,3,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.969950616,Nov-Feb,426,333,20-03-2024,1,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
356,701,233,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.814028636,Nov-Feb,806,120,15-02-2024,5,Aarav,aarav@example.com,"Nature, Adventure",Male,1,1
357,52,73,1,A historical wonder,Goa Beaches,Goa,Beach,8.298754591,Nov-Mar,440,315,15-02-2024,1,Aanya,aanya@example.com,"Beaches, Historical",Female,1,1
359,827,659,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.377495779,Nov-Mar,531,969,20-03-2024,3,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2,1
360,374,230,3,A historical wonder,Kerala Backwaters,Kerala,Nature,9.270981322,Sep-Mar,627,582,20-03-2024,3,Kavya,kavya@example.com,"Nature, Adventure",Female,2,1
361,113,959,5,Incredible monument!,Jaipur City,Rajasthan,City,7.576534513,Oct-Mar,998,660,15-02-2024,4,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1,1
363,867,397,4,A historical wonder,Goa Beaches,Goa,Beach,7.54478424,Nov-Mar,750,85,20-03-2024,3,Anika,anika@example.com,"Beaches, Historical",Female,2,0
364,123,259,4,Incredible monument!,Jaipur City,Rajasthan,City,9.31595004,Oct-Mar,272,336,15-02-2024,4,Vivaan,vivaan@example.com,"Beaches, Historical",Male,1,0
364,123,259,4,Incredible monument!,Jaipur City,Rajasthan,City,9.31595004,Oct-Mar,273,879,20-03-2024,5,Vivaan,vivaan@example.com,"Beaches, Historical",Male,1,0
365,195,565,4,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.092972455,Apr-Jun,954,106,20-03-2024,5,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2,1
366,451,242,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.948981237,Nov-Feb,439,459,01-01-2024,5,Isha,isha@example.com,"Nature, Adventure",Female,2,1
367,969,79,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.409359527,Sep-Mar,205,493,01-01-2024,4,Dhruv,dhruv@example.com,"Beaches, Historical",Male,2,0
368,608,367,3,Loved the beaches!,Jaipur City,Rajasthan,City,8.443802952,Oct-Mar,142,126,01-01-2024,4,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
368,608,367,3,Loved the beaches!,Jaipur City,Rajasthan,City,8.443802952,Oct-Mar,203,912,15-02-2024,4,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
368,608,367,3,Loved the beaches!,Jaipur City,Rajasthan,City,8.443802952,Oct-Mar,600,408,20-03-2024,3,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
368,608,367,3,Loved the beaches!,Jaipur City,Rajasthan,City,8.443802952,Oct-Mar,867,660,20-03-2024,5,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
369,354,165,5,A historical wonder,Kerala Backwaters,Kerala,Nature,7.760694703,Sep-Mar,251,519,15-02-2024,3,Arjun,arjun@example.com,"City, Historical",Male,2,0
370,141,216,2,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.618133332,Nov-Feb,741,112,20-03-2024,1,Meera,meera@example.com,"City, Historical",Female,1,2
371,405,718,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.26630952,Apr-Jun,457,555,01-01-2024,1,Rohan,rohan@example.com,"Beaches, Historical",Male,2,1
371,405,718,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.26630952,Apr-Jun,588,723,20-03-2024,4,Rohan,rohan@example.com,"Beaches, Historical",Male,2,1
372,24,191,3,A historical wonder,Kerala Backwaters,Kerala,Nature,9.182423104,Sep-Mar,639,389,20-03-2024,1,Karan,karan@example.com,"Nature, Adventure",Male,2,1
373,384,934,3,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.632562616,Sep-Mar,101,51,15-02-2024,2,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,2
373,384,934,3,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.632562616,Sep-Mar,687,791,20-03-2024,1,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,2
373,384,934,3,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.632562616,Sep-Mar,731,36,15-02-2024,2,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,2
373,384,934,3,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.632562616,Sep-Mar,976,202,01-01-2024,1,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,2
374,8,322,3,Loved the beaches!,Jaipur City,Rajasthan,City,9.458704539,Oct-Mar,833,618,15-02-2024,5,Aanya,aanya@example.com,"Beaches, Historical",Female,2,0
374,8,322,3,Loved the beaches!,Jaipur City,Rajasthan,City,9.458704539,Oct-Mar,978,424,20-03-2024,3,Aanya,aanya@example.com,"Beaches, Historical",Female,2,0
375,907,340,3,A historical wonder,Goa Beaches,Goa,Beach,8.069149587,Nov-Mar,965,645,15-02-2024,2,Diya,diya@example.com,"Beaches, Historical",Female,1,0
377,718,174,5,Loved the beaches!,Jaipur City,Rajasthan,City,9.203460228,Oct-Mar,622,784,01-01-2024,1,Hitesh,hitesh@example.com,"City, Historical",Male,1,1
377,718,174,5,Loved the beaches!,Jaipur City,Rajasthan,City,9.203460228,Oct-Mar,877,175,01-01-2024,2,Hitesh,hitesh@example.com,"City, Historical",Male,1,1
379,457,305,5,Incredible monument!,Goa Beaches,Goa,Beach,9.348468751,Nov-Mar,765,806,20-03-2024,1,Aanya,aanya@example.com,"Nature, Adventure",Female,1,0
380,913,288,5,Loved the beaches!,Jaipur City,Rajasthan,City,7.588014606,Oct-Mar,117,158,20-03-2024,3,Isha,isha@example.com,"City, Historical",Female,1,1
380,913,288,5,Loved the beaches!,Jaipur City,Rajasthan,City,7.588014606,Oct-Mar,407,958,15-02-2024,3,Isha,isha@example.com,"City, Historical",Female,1,1
381,359,476,4,A historical wonder,Kerala Backwaters,Kerala,Nature,7.832207354,Sep-Mar,32,114,15-02-2024,1,Anika,anika@example.com,"Nature, Adventure",Female,1,0
381,359,476,4,A historical wonder,Kerala Backwaters,Kerala,Nature,7.832207354,Sep-Mar,861,987,20-03-2024,3,Anika,anika@example.com,"Nature, Adventure",Female,1,0
383,108,364,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.180179995,Oct-Mar,947,262,15-02-2024,4,Aanya,aanya@example.com,"Beaches, Historical",Female,2,2
384,458,973,2,A historical wonder,Jaipur City,Rajasthan,City,9.048845046,Oct-Mar,804,628,20-03-2024,3,Kavya,kavya@example.com,"Beaches, Historical",Female,1,2
385,471,694,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.431015219,Nov-Feb,785,650,15-02-2024,2,Anika,anika@example.com,"Beaches, Historical",Female,1,0
387,898,222,1,A historical wonder,Jaipur City,Rajasthan,City,8.311533772,Oct-Mar,73,223,01-01-2024,4,Rohan,rohan@example.com,"City, Historical",Male,1,1
388,742,218,2,Incredible monument!,Goa Beaches,Goa,Beach,8.532765537,Nov-Mar,213,258,20-03-2024,1,Saanvi,saanvi@example.com,"Nature, Adventure",Female,2,2
388,742,218,2,Incredible monument!,Goa Beaches,Goa,Beach,8.532765537,Nov-Mar,230,484,15-02-2024,3,Saanvi,saanvi@example.com,"Nature, Adventure",Female,2,2
389,80,498,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.167168853,Apr-Jun,530,507,15-02-2024,3,Dhruv,dhruv@example.com,"City, Historical",Male,1,0
389,80,498,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.167168853,Apr-Jun,732,913,20-03-2024,1,Dhruv,dhruv@example.com,"City, Historical",Male,1,0
390,479,378,2,A historical wonder,Kerala Backwaters,Kerala,Nature,8.432522163,Sep-Mar,844,398,01-01-2024,2,Isha,isha@example.com,"City, Historical",Female,2,1
390,479,378,2,A historical wonder,Kerala Backwaters,Kerala,Nature,8.432522163,Sep-Mar,926,881,15-02-2024,3,Isha,isha@example.com,"City, Historical",Female,2,1
391,241,745,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.668642705,Nov-Feb,214,386,01-01-2024,3,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,2
391,241,745,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.668642705,Nov-Feb,666,171,20-03-2024,4,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,2
391,241,745,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.668642705,Nov-Feb,935,114,15-02-2024,2,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,2
392,165,961,2,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.554650205,Apr-Jun,727,355,01-01-2024,2,Isha,isha@example.com,"Beaches, Historical",Female,1,2
393,351,283,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.488999182,Nov-Feb,360,952,20-03-2024,5,Anika,anika@example.com,"Beaches, Historical",Female,1,1
393,351,283,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.488999182,Nov-Feb,369,227,20-03-2024,5,Anika,anika@example.com,"Beaches, Historical",Female,1,1
393,351,283,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.488999182,Nov-Feb,968,100,15-02-2024,3,Anika,anika@example.com,"Beaches, Historical",Female,1,1
395,501,323,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.437797979,Nov-Feb,105,922,20-03-2024,2,Rohan,rohan@example.com,"Nature, Adventure",Male,2,1
397,824,801,4,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.206043311,Sep-Mar,413,209,15-02-2024,5,Isha,isha@example.com,"City, Historical",Female,2,0
398,146,216,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.37384412,Nov-Feb,741,112,20-03-2024,1,Meera,meera@example.com,"City, Historical",Female,1,2
399,538,184,5,A historical wonder,Jaipur City,Rajasthan,City,8.612909578,Oct-Mar,2,532,15-02-2024,5,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1,2
399,538,184,5,A historical wonder,Jaipur City,Rajasthan,City,8.612909578,Oct-Mar,528,394,20-03-2024,3,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1,2
399,538,184,5,A historical wonder,Jaipur City,Rajasthan,City,8.612909578,Oct-Mar,676,878,01-01-2024,3,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1,2
399,538,184,5,A historical wonder,Jaipur City,Rajasthan,City,8.612909578,Oct-Mar,693,485,20-03-2024,1,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1,2
400,463,104,2,Incredible monument!,Jaipur City,Rajasthan,City,8.981270231,Oct-Mar,576,635,20-03-2024,1,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2,1
401,714,291,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.655670235,Sep-Mar,94,675,01-01-2024,1,Arjun,arjun@example.com,"City, Historical",Male,2,1
401,714,291,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.655670235,Sep-Mar,860,732,15-02-2024,3,Arjun,arjun@example.com,"City, Historical",Male,2,1
403,969,890,2,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.409359527,Sep-Mar,112,655,01-01-2024,4,Ishaan,ishaan@example.com,"Nature, Adventure",Male,1,0
404,524,107,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.20745617,Sep-Mar,85,130,01-01-2024,5,Riya,riya@example.com,"Nature, Adventure",Female,1,1
405,225,671,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.793334589,Apr-Jun,99,94,20-03-2024,2,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2,2
407,374,629,1,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.270981322,Sep-Mar,858,110,20-03-2024,5,Riya,riya@example.com,"Nature, Adventure",Female,2,0
408,136,268,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.153562079,Nov-Feb,899,757,15-02-2024,1,Meera,meera@example.com,"Beaches, Historical",Female,1,1
409,795,537,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.189514728,Apr-Jun,76,804,01-01-2024,5,Hitesh,hitesh@example.com,"City, Historical",Male,2,0
409,795,537,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.189514728,Apr-Jun,195,612,20-03-2024,2,Hitesh,hitesh@example.com,"City, Historical",Male,2,0
409,795,537,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.189514728,Apr-Jun,286,287,01-01-2024,1,Hitesh,hitesh@example.com,"City, Historical",Male,2,0
409,795,537,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.189514728,Apr-Jun,395,562,15-02-2024,2,Hitesh,hitesh@example.com,"City, Historical",Male,2,0
410,315,15,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.74668619,Apr-Jun,173,222,15-02-2024,1,Karan,karan@example.com,"City, Historical",Male,1,2
410,315,15,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.74668619,Apr-Jun,257,701,15-02-2024,2,Karan,karan@example.com,"City, Historical",Male,1,2
410,315,15,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.74668619,Apr-Jun,734,481,15-02-2024,4,Karan,karan@example.com,"City, Historical",Male,1,2
411,795,259,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.189514728,Apr-Jun,272,336,15-02-2024,4,Vivaan,vivaan@example.com,"Beaches, Historical",Male,1,0
411,795,259,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.189514728,Apr-Jun,273,879,20-03-2024,5,Vivaan,vivaan@example.com,"Beaches, Historical",Male,1,0
412,634,872,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.330602251,Sep-Mar,875,782,15-02-2024,1,Hitesh,hitesh@example.com,"Nature, Adventure",Male,1,1
414,323,360,5,A historical wonder,Jaipur City,Rajasthan,City,8.130587469,Oct-Mar,762,555,20-03-2024,2,Isha,isha@example.com,"City, Historical",Female,2,2
416,318,26,5,Loved the beaches!,Jaipur City,Rajasthan,City,7.799132449,Oct-Mar,780,952,20-03-2024,5,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2,0
417,799,814,5,A historical wonder,Kerala Backwaters,Kerala,Nature,9.078902378,Sep-Mar,160,181,01-01-2024,4,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
417,799,814,5,A historical wonder,Kerala Backwaters,Kerala,Nature,9.078902378,Sep-Mar,210,853,20-03-2024,5,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
417,799,814,5,A historical wonder,Kerala Backwaters,Kerala,Nature,9.078902378,Sep-Mar,654,137,20-03-2024,1,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
418,106,708,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.49482356,Nov-Feb,46,127,01-01-2024,4,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
418,106,708,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.49482356,Nov-Feb,344,395,15-02-2024,2,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
419,863,503,2,Loved the beaches!,Jaipur City,Rajasthan,City,7.528856525,Oct-Mar,276,926,20-03-2024,5,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1,2
419,863,503,2,Loved the beaches!,Jaipur City,Rajasthan,City,7.528856525,Oct-Mar,363,139,20-03-2024,4,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1,2
420,456,215,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.509850241,Nov-Feb,429,242,20-03-2024,5,Riya,riya@example.com,"Nature, Adventure",Female,1,0
422,826,509,4,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.277156854,Nov-Feb,869,849,15-02-2024,1,Hitesh,hitesh@example.com,"Nature, Adventure",Male,1,0
423,153,148,3,A historical wonder,Jaipur City,Rajasthan,City,9.072635914,Oct-Mar,134,301,15-02-2024,2,Rohan,rohan@example.com,"Beaches, Historical",Male,2,1
423,153,148,3,A historical wonder,Jaipur City,Rajasthan,City,9.072635914,Oct-Mar,634,368,01-01-2024,4,Rohan,rohan@example.com,"Beaches, Historical",Male,2,1
423,153,148,3,A historical wonder,Jaipur City,Rajasthan,City,9.072635914,Oct-Mar,807,176,20-03-2024,1,Rohan,rohan@example.com,"Beaches, Historical",Male,2,1
425,893,970,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.375786034,Oct-Mar,730,270,01-01-2024,5,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1,0
427,718,473,5,Incredible monument!,Jaipur City,Rajasthan,City,9.203460228,Oct-Mar,479,443,15-02-2024,5,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2,2
429,876,463,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.796715429,Nov-Feb,44,10,15-02-2024,5,Karan,karan@example.com,"Beaches, Historical",Male,1,2
